SKU,Brand_Desc,Product_Category,Date range,Ranking (By net sales),Net Sales,Net Sales Items,Transaction,ATV,ASP,Net Sales Contribution,Net Sales Items Contribution,Brand
2578469,KREMIL,OTC Gastro,"Jan 01, 2026 - Jan 31, 2026",1685,666.83,14,8,83.35375,47.630714,0.000151,0.000472,PROP
1103335,BABY BRIGHT,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1686,666.18,24,10,66.618,27.7575,0.000151,0.000808,PROP
2767784,VISTRA,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1687,665.97,6,5,133.194,110.995,0.000151,0.000202,PROP
1025453,YAMADA,First Aid,"Jan 01, 2026 - Jan 31, 2026",1688,665.43,8,4,166.3575,83.17875,0.00015,0.000269,PROP
1108235,Vaseline,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1689,664.69,4,4,166.1725,166.1725,0.00015,0.000135,PROP
1494295,BOOTS FLAVOUR,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1690,663.94,7,7,94.848571,94.848571,0.00015,0.000236,BOOTS
1076910,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1691,663.56,2,2,331.78,331.78,0.00015,0.000067,PROP
2432545,Laroche Posay,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1692,663.55,1,1,663.55,663.55,0.00015,0.000034,PROP
2440041,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",1693,663.33,8,8,82.91625,82.91625,0.00015,0.000269,PROP
1100528,3M,First Aid,"Jan 01, 2026 - Jan 31, 2026",1694,663.08,8,8,82.885,82.885,0.00015,0.000269,PROP
2432685,Laroche Posay,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1695,662.62,1,1,662.62,662.62,0.00015,0.000034,PROP
1095957,BOOTS VITAMINS,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1696,661.27,6,4,165.3175,110.211667,0.000149,0.000202,BOOTS
2664225,BOOTS SKIN MASK,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1697,660.24,23,10,66.024,28.706087,0.000149,0.000775,BOOTS
0091027,TOBREX,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1698,657.96,4,4,164.49,164.49,0.000149,0.000135,PROP
2480523,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",1699,657.12,8,6,109.52,82.14,0.000149,0.000269,PROP
0033024,FLIXONASE,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1700,657.01,1,1,657.01,657.01,0.000149,0.000034,PROP
1108746,BOOTS NATURE'S SERIES,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1701,655.88,7,2,327.94,93.697143,0.000148,0.000236,BOOTS
0103013,CLINODERM,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1702,654.22,7,6,109.036667,93.46,0.000148,0.000236,PROP
1083035,GREEN HERB,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1702,654.22,14,5,130.844,46.73,0.000148,0.000472,PROP
1123915,LAMISIL,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1704,654.2,4,4,163.55,163.55,0.000148,0.000135,PROP
2697425,Tiger Balm,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1705,654.19,28,11,59.471818,23.363929,0.000148,0.000943,PROP
2617219,BIOPHARM,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1706,653.69,41,6,108.948333,15.943659,0.000148,0.001381,PROP
1126421,L'Oreal,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1707,653.27,1,1,653.27,653.27,0.000148,0.000034,PROP
3395618,No7,Mens,"Jan 01, 2026 - Jan 31, 2026",1707,653.27,1,1,653.27,653.27,0.000148,0.000034,BOOTS
1093710,Olay,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1707,653.27,1,1,653.27,653.27,0.000148,0.000034,PROP
1245449,BOOTS NATURE'S SERIES,Haircare,"Jan 01, 2026 - Jan 31, 2026",1710,653.1,7,5,130.62,93.3,0.000148,0.000236,BOOTS
1086493,DIFFCOF,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1711,652.86,5,5,130.572,130.572,0.000148,0.000168,PROP
2062551,L'Oreal,Haircare,"Jan 01, 2026 - Jan 31, 2026",1712,652.34,2,2,326.17,326.17,0.000147,0.000067,PROP
2727154,Oral-B,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1712,652.34,2,2,326.17,326.17,0.000147,0.000067,PROP
1097364,TMAN,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",1714,650.97,20,10,65.097,32.5485,0.000147,0.000674,PROP
1095768,CATHY DOLL,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1715,650.93,5,4,162.7325,130.186,0.000147,0.000168,PROP
1069413,THE ORIGINAL,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1716,649.96,9,9,72.217778,72.217778,0.000147,0.000303,PROP
2664160,VERENA,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",1717,649.89,4,2,324.945,162.4725,0.000147,0.000135,PROP
1120835,Dove,Haircare,"Jan 01, 2026 - Jan 31, 2026",1718,649.55,5,5,129.91,129.91,0.000147,0.000168,PROP
2625106,VISTRA,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1719,649.5,2,2,324.75,324.75,0.000147,0.000067,PROP
1126414,L'Oreal,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1720,649.2,1,1,649.2,649.2,0.000147,0.000034,PROP
1087144,BOOTS NATURE'S SERIES,Haircare,"Jan 01, 2026 - Jan 31, 2026",1721,649.19,7,4,162.2975,92.741429,0.000147,0.000236,BOOTS
1110573,VASELINE INTER,Suncare,"Jan 01, 2026 - Jan 31, 2026",1722,648.53,4,3,216.176667,162.1325,0.000147,0.000135,PROP
1070680,BABY BRIGHT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1723,647.66,7,5,129.532,92.522857,0.000146,0.000236,PROP
2054222,Durex,Family Planning,"Jan 01, 2026 - Jan 31, 2026",1724,647.65,7,6,107.941667,92.521429,0.000146,0.000236,PROP
2407885,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1724,647.65,7,6,107.941667,92.521429,0.000146,0.000236,PROP
2304164,Durex,Family Planning,"Jan 01, 2026 - Jan 31, 2026",1726,645.31,7,7,92.187143,92.187143,0.000146,0.000236,PROP
1103811,BOOTS VITAMIN C,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1727,645.18,6,4,161.295,107.53,0.000146,0.000202,BOOTS
1124419,Adidas,Fragrance,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,1,1,644.86,644.86,0.000146,0.000034,PROP
1096384,Physiogel,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,2,1,644.86,322.43,0.000146,0.000067,PROP
1081110,SWISSE,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,1,1,644.86,644.86,0.000146,0.000034,PROP
1124405,Adidas,Fragrance,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,1,1,644.86,644.86,0.000146,0.000034,PROP
1080893,Rojukiss,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,1,1,644.86,644.86,0.000146,0.000034,PROP
1124426,Adidas,Fragrance,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,1,1,644.86,644.86,0.000146,0.000034,PROP
1124608,Adidas,Fragrance,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,1,1,644.86,644.86,0.000146,0.000034,PROP
1087354,VISTRA,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,1,1,644.86,644.86,0.000146,0.000034,PROP
1124622,Adidas,Fragrance,"Jan 01, 2026 - Jan 31, 2026",1728,644.86,1,1,644.86,644.86,0.000146,0.000034,PROP
1092394,Nivea,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",1737,644.54,7,7,92.077143,92.077143,0.000146,0.000236,PROP
1084274,Gatsby,Mens,"Jan 01, 2026 - Jan 31, 2026",1738,644.45,8,6,107.408333,80.55625,0.000146,0.000269,PROP
4428420,No7,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1739,644.19,14,11,58.562727,46.013571,0.000146,0.000472,BOOTS
2517230,Dove,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1740,644.18,8,8,80.5225,80.5225,0.000146,0.000269,PROP
1109271,No7,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1741,643.93,1,1,643.93,643.93,0.000146,0.000034,BOOTS
1091323,SKINTIFIC,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1741,643.93,1,1,643.93,643.93,0.000146,0.000034,PROP
1095362,Dove,Mens,"Jan 01, 2026 - Jan 31, 2026",1743,643.21,2,2,321.605,321.605,0.000145,0.000067,PROP
1110258,VASELINE INTER,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1744,642.62,7,7,91.802857,91.802857,0.000145,0.000236,PROP
1095425,LULULUN,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1745,642.06,3,2,321.03,214.02,0.000145,0.000101,PROP
1102082,Vaseline,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1745,642.06,3,3,214.02,214.02,0.000145,0.000101,PROP
1085723,Biore,Suncare,"Jan 01, 2026 - Jan 31, 2026",1747,642.05,3,3,214.016667,214.016667,0.000145,0.000101,PROP
2428009,One Touch,Family Planning,"Jan 01, 2026 - Jan 31, 2026",1748,641.09,28,9,71.232222,22.896071,0.000145,0.000943,PROP
1494309,BOOTS FLAVOUR,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1749,640.47,7,7,91.495714,91.495714,0.000145,0.000236,BOOTS
1109432,17.,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1750,640.29,8,7,91.47,80.03625,0.000145,0.000269,BOOTS
1098233,BOOTS COLLAGENESE,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1751,640.19,2,1,640.19,320.095,0.000145,0.000067,BOOTS
2338247,TAKAAB,Complementry Me,"Jan 01, 2026 - Jan 31, 2026",1752,638.9,18,12,53.241667,35.494444,0.000144,0.000606,PROP
2735350,BOOTS CUCUMBER,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1753,638.4,8,6,106.4,79.8,0.000144,0.000269,BOOTS
1245422,BOOTS NATURE'S SERIES,Haircare,"Jan 01, 2026 - Jan 31, 2026",1754,638.16,7,6,106.36,91.165714,0.000144,0.000236,BOOTS
1074614,CHLOROPH,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1755,637.38,11,3,212.46,57.943636,0.000144,0.000371,PROP
2529131,Mega,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1756,637.37,3,3,212.456667,212.456667,0.000144,0.000101,PROP
2729416,LULULUN,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1756,637.37,6,4,159.3425,106.228333,0.000144,0.000202,PROP
2191300,Futuro,First Aid,"Jan 01, 2026 - Jan 31, 2026",1758,635.52,2,2,317.76,317.76,0.000144,0.000067,PROP
2441633,Gaviscon,OTC Gastro,"Jan 01, 2026 - Jan 31, 2026",1758,635.52,2,2,317.76,317.76,0.000144,0.000067,PROP
1121682,OESTROGEL,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1758,635.52,2,2,317.76,317.76,0.000144,0.000067,PROP
1080144,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1761,635.51,1,1,635.51,635.51,0.000144,0.000034,PROP
1080025,EZERRA,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1761,635.51,1,1,635.51,635.51,0.000144,0.000034,PROP
0015025,NEXIUM,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1761,635.51,1,1,635.51,635.51,0.000144,0.000034,PROP
1066123,Cetaphil,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1764,633.64,2,2,316.82,316.82,0.000143,0.000067,PROP
2629969,Mega,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",1764,633.64,2,2,316.82,316.82,0.000143,0.000067,PROP
2637413,BOOTS SKIN MASK,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1766,633.39,19,13,48.722308,33.336316,0.000143,0.00064,BOOTS
2681308,Garnier,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1767,632.92,10,7,90.417143,63.292,0.000143,0.000337,PROP
2765161,BROWIT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1768,631.76,4,4,157.94,157.94,0.000143,0.000135,PROP
2066581,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",1768,631.76,4,4,157.94,157.94,0.000143,0.000135,PROP
2441897,Neutrogena,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1770,631.7,3,2,315.85,210.566667,0.000143,0.000101,PROP
1089769,BOOTS ACNE EXPERT,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1771,630.84,5,4,157.71,126.168,0.000143,0.000168,BOOTS
2768225,CLEAR NOSE,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1772,630.24,5,5,126.048,126.048,0.000142,0.000168,PROP
2651131,Medinova,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1773,626.31,1,1,626.31,626.31,0.000142,0.000034,PROP
0102043,DIPROSALIC,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1774,626.16,2,2,313.08,313.08,0.000142,0.000067,PROP
1086661,BOOTS INGREDIENTS,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1775,625.19,6,4,156.2975,104.198333,0.000141,0.000202,BOOTS
1077799,CATHY DOLL,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1776,623.91,7,7,89.13,89.13,0.000141,0.000236,PROP
2714001,BOOTS NATURE'S SERIES,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1777,622.99,5,4,155.7475,124.598,0.000141,0.000168,BOOTS
1117706,BOOTS CLEANSER,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1778,622.65,9,6,103.775,69.183333,0.000141,0.000303,BOOTS
1126225,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1779,622.43,1,1,622.43,622.43,0.000141,0.000034,PROP
0034027,Bisolvon,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1779,622.43,9,2,311.215,69.158889,0.000141,0.000303,PROP
1069756,Cetaphil,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1779,622.43,6,5,124.486,103.738333,0.000141,0.000202,PROP
5611164,No7,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1782,622.17,1,1,622.17,622.17,0.000141,0.000034,BOOTS
0092006,DEWAX,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1783,621.53,7,7,88.79,88.79,0.00014,0.000236,PROP
1024291,Ammeltz,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",1784,621.49,28,7,88.784286,22.196071,0.00014,0.000943,PROP
5405947,TED BAKER,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1785,620.68,4,4,155.17,155.17,0.00014,0.000135,3
0031076,MONTEK,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1786,620.56,4,1,620.56,155.14,0.00014,0.000135,PROP
4792661,Soap & Glory,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1787,618.5,9,3,206.166667,68.722222,0.00014,0.000303,BOOTS
1066914,PROPOLIZ,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1788,618.22,5,2,309.11,123.644,0.00014,0.000168,PROP
1082118,KINEPIN,Beauty Accs,"Jan 01, 2026 - Jan 31, 2026",1789,616.84,4,4,154.21,154.21,0.000139,0.000135,PROP
2317975,Nurofen,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1790,616.83,4,3,205.61,154.2075,0.000139,0.000135,PROP
1095257,SKINTIFIC,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1790,616.83,3,3,205.61,205.61,0.000139,0.000101,PROP
2556678,TEAR MAC,Eyecare,"Jan 01, 2026 - Jan 31, 2026",1792,616.8,6,6,102.8,102.8,0.000139,0.000202,PROP
1084162,KLEAN&KARE,Eyecare,"Jan 01, 2026 - Jan 31, 2026",1793,615.79,12,9,68.421111,51.315833,0.000139,0.000404,PROP
2517486,Systema,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1794,615.2,23,8,76.9,26.747826,0.000139,0.000775,PROP
1092233,Ponds,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1795,615.14,1,1,615.14,615.14,0.000139,0.000034,PROP
1107857,TSUBAKI,Haircare,"Jan 01, 2026 - Jan 31, 2026",1796,614.96,2,2,307.48,307.48,0.000139,0.000067,PROP
1105904,BOOTS VITAMINS,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1797,614.34,2,1,614.34,307.17,0.000139,0.000067,BOOTS
1081642,Bond,Family Planning,"Jan 01, 2026 - Jan 31, 2026",1798,614.02,3,2,307.01,204.673333,0.000139,0.000101,PROP
1050786,Mistine,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1799,614.01,3,3,204.67,204.67,0.000139,0.000101,PROP
1082944,No7,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1800,611.4,3,2,305.7,203.8,0.000138,0.000101,BOOTS
1053250,Olay,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1801,611.26,1,1,611.26,611.26,0.000138,0.000034,PROP
0013021,SMECTA,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1802,611.22,3,2,305.61,203.74,0.000138,0.000101,PROP
1101697,Sunsilk,Haircare,"Jan 01, 2026 - Jan 31, 2026",1802,611.22,6,5,122.244,101.87,0.000138,0.000202,PROP
1063687,Nivea,DEODORANT,"Jan 01, 2026 - Jan 31, 2026",1802,611.22,6,3,203.74,101.87,0.000138,0.000202,PROP
8903123,Soap & Glory,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1805,609.24,3,2,304.62,203.08,0.000138,0.000101,BOOTS
2643198,Durex,Family Planning,"Jan 01, 2026 - Jan 31, 2026",1806,608.44,7,7,86.92,86.92,0.000138,0.000236,PROP
0064035,IBIAMOX,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1807,607.5,10,7,86.785714,60.75,0.000137,0.000337,PROP
1107521,DR.SCHOLLS,Footcare,"Jan 01, 2026 - Jan 31, 2026",1808,607.48,1,1,607.48,607.48,0.000137,0.000034,PROP
2645263,Smooth E,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1808,607.48,2,1,607.48,303.74,0.000137,0.000067,PROP
5403219,No7,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1810,606.54,2,1,606.54,303.27,0.000137,0.000067,BOOTS
2632749,Softfell,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1811,605.61,9,6,100.935,67.29,0.000137,0.000303,PROP
0102096,Selsun,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1812,605.6,4,3,201.866667,151.4,0.000137,0.000135,PROP
2566541,Medinova,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1813,605.59,6,4,151.3975,100.931667,0.000137,0.000202,PROP
2460158,BOOTS BABY,BABY (EXCL FOOD,"Jan 01, 2026 - Jan 31, 2026",1814,604.88,17,11,54.989091,35.581176,0.000137,0.000573,BOOTS
2676959,BOOTS BATH BODY HAIR,Haircare,"Jan 01, 2026 - Jan 31, 2026",1815,603.74,8,6,100.623333,75.4675,0.000136,0.000269,BOOTS
1117657,BOOTS PERFUME,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1816,603.05,6,3,201.016667,100.508333,0.000136,0.000202,BOOTS
1093220,BABY BRIGHT,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1817,602.8,5,3,200.933333,120.56,0.000136,0.000168,PROP
2581087,Oral-B,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1817,602.8,5,5,120.56,120.56,0.000136,0.000168,PROP
1111889,MADAME LOUISE,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1819,602.79,3,3,200.93,200.93,0.000136,0.000101,PROP
1111882,MADAME LOUISE,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1819,602.79,3,3,200.93,200.93,0.000136,0.000101,PROP
2288940,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",1821,601.52,4,4,150.38,150.38,0.000136,0.000135,PROP
1095971,BOOTS VITAMINS,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1822,600.6,3,2,300.3,200.2,0.000136,0.000101,BOOTS
2639700,Mega,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1823,599.64,8,4,149.91,74.955,0.000136,0.000269,PROP
1086738,BOOTS INGREDIENTS,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1824,599.39,8,6,99.898333,74.92375,0.000135,0.000269,BOOTS
1074061,BANBACT,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1825,598.15,8,7,85.45,74.76875,0.000135,0.000269,PROP
1121136,DIFFLAM,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1826,598.14,2,2,299.07,299.07,0.000135,0.000067,PROP
1123796,LIFE SUPPLEMENT,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",1827,598.13,1,1,598.13,598.13,0.000135,0.000034,PROP
1098393,L'Oreal,Haircare,"Jan 01, 2026 - Jan 31, 2026",1828,596.26,2,2,298.13,298.13,0.000135,0.000067,PROP
1116873,MINIONS,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1828,596.26,5,5,119.252,119.252,0.000135,0.000168,PROP
5405777,TED BAKER,Trial Size,"Jan 01, 2026 - Jan 31, 2026",1830,596.2,6,6,99.366667,99.366667,0.000135,0.000202,3
1023815,LIQUIPLAST,First Aid,"Jan 01, 2026 - Jan 31, 2026",1831,595.33,3,3,198.443333,198.443333,0.000135,0.000101,PROP
2499739,Maybelline,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1832,594.4,4,4,148.6,148.6,0.000134,0.000135,PROP
1088600,Clairol Herbal Essences,Haircare,"Jan 01, 2026 - Jan 31, 2026",1832,594.4,4,3,198.133333,148.6,0.000134,0.000135,PROP
1090525,CERAVE,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1834,593.46,1,1,593.46,593.46,0.000134,0.000034,PROP
1109306,17.,Cosmetics,"Jan 01, 2026 - Jan 31, 2026",1835,593.45,5,5,118.69,118.69,0.000134,0.000168,BOOTS
1120212,BOOTS CARIBBEAN COCKTAIL,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1836,592.99,4,4,148.2475,148.2475,0.000134,0.000135,BOOTS
2129124,BOOTS CUCUMBER,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1837,592.67,9,6,98.778333,65.852222,0.000134,0.000303,BOOTS
2401240,Strepsils,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1838,592.55,19,14,42.325,31.186842,0.000134,0.00064,PROP
1119988,Dentiste,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1839,589.88,8,7,84.268571,73.735,0.000133,0.000269,PROP
2437539,Blackmores,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1840,588.79,1,1,588.79,588.79,0.000133,0.000034,PROP
2758211,Eucerin,Dermo skincare,"Jan 01, 2026 - Jan 31, 2026",1840,588.79,1,1,588.79,588.79,0.000133,0.000034,PROP
2680824,PURICAS,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1840,588.79,2,1,588.79,294.395,0.000133,0.000067,PROP
2058732,Canesten,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1843,588.78,6,5,117.756,98.13,0.000133,0.000202,PROP
2249929,IZE JELLY,OTC Cough Cold,"Jan 01, 2026 - Jan 31, 2026",1843,588.78,18,5,117.756,32.71,0.000133,0.000606,PROP
2727820,COLAB,Haircare,"Jan 01, 2026 - Jan 31, 2026",1843,588.78,2,2,294.39,294.39,0.000133,0.000067,PROP
1086157,VENUS,Depils,"Jan 01, 2026 - Jan 31, 2026",1846,587.85,1,1,587.85,587.85,0.000133,0.000034,PROP
2693586,Systema,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1847,586.92,4,2,293.46,146.73,0.000133,0.000135,PROP
1090497,Soap & Glory,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1848,585.97,4,2,292.985,146.4925,0.000132,0.000135,BOOTS
2743443,BOOTS BATH BODY HAIR,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1849,584.57,9,6,97.428333,64.952222,0.000132,0.000303,BOOTS
1081103,SWISSE,Food Supplement,"Jan 01, 2026 - Jan 31, 2026",1850,584.11,1,1,584.11,584.11,0.000132,0.000034,PROP
1111196,QUIKWIPE,Eyecare,"Jan 01, 2026 - Jan 31, 2026",1851,584.1,5,4,146.025,116.82,0.000132,0.000168,PROP
2761123,Colgate,DENTAL,"Jan 01, 2026 - Jan 31, 2026",1852,582.26,4,4,145.565,145.565,0.000132,0.000135,PROP
2769531,Nivea,Mens,"Jan 01, 2026 - Jan 31, 2026",1852,582.26,7,6,97.043333,83.18,0.000132,0.000236,PROP
1078513,SABOO THAILAND,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1852,582.26,7,5,116.452,83.18,0.000132,0.000236,PROP
2243075,BOOTS BABY,BABY (EXCL FOOD,"Jan 01, 2026 - Jan 31, 2026",1855,581.79,31,21,27.704286,18.767419,0.000132,0.001044,BOOTS
1124916,CERAVE,Medicated skinc,"Jan 01, 2026 - Jan 31, 2026",1856,581.33,1,1,581.33,581.33,0.000131,0.000034,PROP
2633982,OKAMOTO,Family Planning,"Jan 01, 2026 - Jan 31, 2026",1857,579.44,2,2,289.72,289.72,0.000131,0.000067,PROP
2757134,Goody,Beauty Accs,"Jan 01, 2026 - Jan 31, 2026",1857,579.44,4,4,144.86,144.86,0.000131,0.000135,PROP
1124384,Futuro,First Aid,"Jan 01, 2026 - Jan 31, 2026",1857,579.44,1,1,579.44,579.44,0.000131,0.000034,PROP
0091016,TERRAMYCIN,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1860,579.43,10,5,115.886,57.943,0.000131,0.000337,PROP
2600774,Mega,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1861,578.5,1,1,578.5,578.5,0.000131,0.000034,PROP
2756855,L'Oreal,Mass Skincare,"Jan 01, 2026 - Jan 31, 2026",1862,576.97,9,6,96.161667,64.107778,0.00013,0.000303,PROP
2551641,Seven Seas,Vitamin,"Jan 01, 2026 - Jan 31, 2026",1863,576.41,3,3,192.136667,192.136667,0.00013,0.000101,PROP
1083567,DAVID BECKHAM,Mens,"Jan 01, 2026 - Jan 31, 2026",1864,575.7,4,2,287.85,143.925,0.00013,0.000135,PROP
2657873,Sofy,Feminine Hygien,"Jan 01, 2026 - Jan 31, 2026",1865,575.69,7,6,95.948333,82.241429,0.00013,0.000236,PROP
1117671,BOOTS PERFUME,Bathcare,"Jan 01, 2026 - Jan 31, 2026",1866,575.6,4,4,143.9,143.9,0.00013,0.000135,BOOTS
2488001,Saugella,Feminine Hygien,"Jan 01, 2026 - Jan 31, 2026",1867,574.77,3,3,191.59,191.59,0.00013,0.000101,PROP
2509726,SARA,OTC Pain Relief,"Jan 01, 2026 - Jan 31, 2026",1868,574.67,41,25,22.9868,14.016341,0.00013,0.001381,PROP
2390311,Blackmores,Backwall Medici,"Jan 01, 2026 - Jan 31, 2026",1869,573.97,1,1,573.97,573.97,0.00013,0.000034,PROP
1071072,VENUS,Depils,"Jan 01, 2026 - Jan 31, 2026",1870,573.83,2,1,573.83,286.915,0.00013,0.000067,PROP
